congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
109	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2005	2005-07-21	Climate Change	109shrg24631	Houghton, Sir John, Co-Chairman, Scientific Assessment Working Group, Intergovernmental Panel on Climate Change, London, England	Intergovernmental Panel on Climate Change	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
109	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2005	2005-07-21	Climate Change	109shrg24631	Smith, Anne E., Ph.D., Vice President, CRA International	Cra International	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
109	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2005	2005-07-21	Climate Change	109shrg24631	Gruenspecht, Howard, Ph.D., Deputy Administrator, Energy Information Administration, Department of Energy	Department of Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
109	Senate	Committee on Environment and Public Works	Environment and Public Works	2005	2005-10-05	Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases	109shrg37444	Grubb, Dr. Michael, Chief Economist, the Carbon Trust, Senior Research Associate, Faculty of Economics, Cambridge University, and Visiting Professor of Climate Change and Energy Policy, Imperial College, London	Cambridge University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
109	Senate	Committee on Environment and Public Works	Environment and Public Works	2005	2005-10-05	Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases	109shrg37444	Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom	House of Lords, United Kingdom	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Contrarian	Denialist
109	Senate	Committee on Environment and Public Works	Environment and Public Works	2005	2005-10-05	Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases	109shrg37444	Thorning, Margo, Ph.D., Senior Vice President and Chief Economist, American Council for Capital Formation	American Council for Capital Formation	Business Associations	Misc Business	Business & Services	Misc Business	0	American Council for Capital Formation	Contrarian	Other contrarian
109	Senate	Committee on Environment and Public Works	Environment and Public Works	2005	2005-10-05	Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases	109shrg37444	Watson, Dr. Harlan L., Senior Climate Negotiator and Special Representative, Bureau of Oceans and International Environmental and Scientific Affairs, U.S. Department of State	Department of State	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Thomas Karl, director, National Climatic Data Center, National Oceanic and Atmospheric Administration	National Oceanic and Atmospheric Administration	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Roger A. Pielke, Jr., Center for Science and Technology Policy Research, University of Colorado at Boulder	University of Colorado	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Jay Gulledge, senior research fellow for science & impacts, Pew Center on Global Climate Change	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Curry, Judith, Chair, School of Earth and Atmospheric Sciences, Georgia Institute of Technology	Georgia Institute of Technology	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Andrew Ruben, vice president, Corporate Strategy and Sustainability, Wal-Mart Stores, Inc.	Wal-Mart Stores	Retail Sales	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Connaughton, Jim, chairman, Council on Environmental Quality	Council on Environmental Quality	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Roosevelt, Theodore, IV, chairman, Strategies for the Global Environment/Pew Center on Global Climate Change	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	John R. Christy, professor and director, Earth System Science Center, NSSTC, University of Alabama in Huntsville	University of Alabama	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
109	House	Committee on Government Reform	Government Reform	2006	2006-07-20	Climate Change: Understanding the Degree of the Problem	109hhrg29932	Marshall Herskovitz, producer/director/writer, television and films	Marshall Herskovitz	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Christy, Dr. John R., Professor and Director, Earth System Science Center, NSSTC, University of Alabama in Huntsville	University of Alabama	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	North, Dr. Gerald R., Department of Atmospheric Sciences, Texas A&M University	Texas A&M University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Cicerone, Dr. Ralph J., President, National Academy of Sciences	National Academy of Sciences	Education	Other	Scientists	Scientists	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Crowley, Dr. Thomas J., Nicholas Professor of Earth Science, Duke University	Duke University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	McIntyre, Stephen, Toronto, Ontario, Canada	No affiliation	Individuals	Other	Other	Individuals	0		Contrarian	Denialist
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	von Storch, Dr. Hans, Director of Institute for Coastal Research, GKSS Research Center, Germany	Institute for Coastal Research	Education	Other	Scientists	Scientists	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Wegman, Dr. Edward J., Center for Computational Statistics, George Mason University	George Mason University	Education	Other	Scientists	Scientists	0	George Mason University	Contrarian	Denialist
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Gulledge, Dr. Jay, Senior Research Fellow, Pew Center on Global Climate Change	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Mann, Dr. Michael E., Associate Professor and Director, Earth System Science Center, The Pennsylvania State University	Science Center	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
109	House	Committee on Energy and Commerce	Energy and Commerce	2006	2006-07-19	Questions Surrounding the 'hockey Stick' Temperature Studies: Implications for Climate Change Assessments	109hhrg31362	Karl, Dr. Thomas R., Director, National Climatic Data Center, National Oceanic and Atmospheric Administration, U.S. Department of Commerce	National Oceanic and Atmospheric Administration	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
109	House	Committee on Science	Science	2005	2005-06-08	Business Actions Reducing Greenhouse Gas Emissions	109hhrg21708	Mr. James E. Rogers, Chairman, CEO, and President, Cinergy Corporation	Cinergy Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
109	House	Committee on Science	Science	2005	2005-06-08	Business Actions Reducing Greenhouse Gas Emissions	109hhrg21708	Dr. Mack McFarland, Environmental Manager, Fluorochemicals Business, E.I. DuPont De Nemours and Company	Nemours	Chemical & Related Manufacturing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
109	House	Committee on Science	Science	2005	2005-06-08	Business Actions Reducing Greenhouse Gas Emissions	109hhrg21708	Mr. Ronald E. Meissen, Senior Director, Engineering, Environment, Health & Safety, Baxter International, Inc.	Baxter International	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
109	House	Committee on Science	Science	2005	2005-06-08	Business Actions Reducing Greenhouse Gas Emissions	109hhrg21708	Dr. Robert H. Hobbs, Director of Operations, United Technologies Research Center, United Technologies Corporation	United Technologies	Air Transport	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
